FixedAcidity,VolatileAcidity,CitricAcid,ResidualSugar,Chlorides,FreeSulfurDioxide,TotalSulfurDioxide,Density,pH,Sulphates,Alcohol,QCLabel
0.142394031655439,2.19143648500614,-2.19312520056685,-0.744927390248511,0.575974043738355,-1.10087160163209,-1.44706813210756,1.03527340026429,1.81228308223991,0.194330890126105,-0.915900114788055,D
0.450768872855574,3.28563921774743,-2.19312520056685,-0.597784438981997,1.20845853099466,-0.312116962945865,-0.863242597094756,0.701911422377721,-0.114987717243792,1.00155629596607,-0.580639046764522,D
0.450768872855574,2.55617072925323,-1.9179174736804,-0.660845703810503,1.03596276174294,-0.875513133436023,-1.09323447452404,0.768583817955027,0.258032437494987,0.799749944506082,-0.580639046764522,D
3.07195502305672,-0.361703224723544,1.65978297584335,-0.744927390248511,0.547224748863069,-0.762833899337992,-0.987084377248987,1.10194579584159,-0.36366782040298,0.3288684577661,-0.580639046764522,C
0.142394031655439,2.19143648500614,-2.19312520056685,-0.744927390248511,0.575974043738355,-1.10087160163209,-1.44706813210756,1.03527340026429,1.81228308223991,0.194330890126105,-0.915900114788055,D
0.142394031655439,1.94828032217474,-2.19312520056685,-0.765947811858013,0.547224748863069,-0.988192367534055,-1.3409180348325,1.03527340026429,1.81228308223991,0.194330890126105,-0.915900114788055,D
0.527862583155608,1.58354607792764,-1.78031361023718,-0.807988655077017,0.374728979611351,-0.875513133436023,-1.00477606012816,0.568566631223073,0.506712540654175,-0.478356948073869,-0.915900114788055,D
0.0653003213554053,1.88749128146689,-2.19312520056685,-0.892070341515025,0.259731800110205,-0.875513133436023,-1.67706000953685,-0.0314849289727138,1.06624277276235,-0.411088164253872,-0.413008512752757,B
0.450768872855574,1.46196799651194,-2.05552133712362,-0.723906968639009,0.489726159112496,-1.21355083573012,-1.73013505817437,0.701911422377721,0.879732695392957,0.261599673946102,-0.832084847782172,B
0.219487741955473,0.975655670849146,0.283744341411136,0.137930317350572,0.432227569361923,-0.762833899337992,-0.244033696323601,1.03527340026429,0.817562669603161,1.80878170180604,0.00606782227665868,D
-0.397261940444797,1.46196799651194,-1.64270974679396,-0.765947811858013,1.17970923611937,-0.875513133436023,-0.898625962853108,0.401885642279809,0.382372489074581,0.0597933224861106,-1.08353064879982,D
0.219487741955473,0.975655670849146,0.283744341411136,0.137930317350572,0.432227569361923,-0.762833899337992,-0.244033696323601,1.03527340026429,0.817562669603161,1.80878170180604,0.00606782227665868,D
-1.24529275374517,1.67472963898942,-2.19312520056685,-0.807988655077017,0.949714877117079,-0.819173516387007,-1.00477606012816,-0.131493522338709,2.24747326276849,-0.0747442451538843,-0.496823779758639,D
0.450768872855574,1.64433511863549,-0.197869180640138,-0.807988655077017,1.66844724899924,-1.21355083573012,-1.53552654650344,0.901928609109638,0.258032437494987,6.92120927212584,-1.1673459158057,D
1.29879968615595,1.70512415934334,-0.954690429577854,-0.345539379667973,3.450903531267,1.20905269737756,0.516708667480961,1.30196298257355,-0.36366782040298,2.34693197236602,-1.08353064879982,D
1.29879968615595,1.70512415934334,-0.885888497856244,-0.324518958058471,3.27840776201528,1.15271308032855,0.569783716118488,1.30196298257355,-0.301497794613184,2.68327589146601,-1.08353064879982,D
0.99042484495581,-0.361703224723544,1.65978297584335,-0.765947811858013,1.03596276174294,0.251279207544292,-0.226342013444425,0.735247620166374,0.506712540654175,1.47243778270606,0.00606782227665868,B
0.682050003755675,1.34038991509624,-0.266671112361748,-0.786968233467515,8.97076814732199,-0.819173516387007,-1.05785110876569,0.701911422377721,-0.674517949351966,5.03768332516592,-0.999715381793937,D
0.142394031655439,1.52275703721979,-1.64270974679396,-0.219416850010961,0.863466992491219,-1.38256968687717,-1.53552654650344,0.901928609109638,1.00407274697255,-0.209281812793879,-1.25116118281159,E
0.527862583155608,-0.118547061892146,1.3157733172353,-0.765947811858013,8.19453718568926,-0.762833899337992,-1.05785110876569,0.735247620166374,-1.10970812988054,3.69230764876597,-1.08353064879982,C
1.29879968615595,-0.726437468970642,1.10936752207046,-0.765947811858013,0.604723338613642,-0.0867584947498022,-0.987084377248987,0.701911422377721,1.06624277276235,-0.00747546133388685,-0.915900114788055,C
0.296581452255506,0.306976223062801,-0.0602653171969166,-0.660845703810503,0.748469812990074,-0.424796197043897,-0.792475865578053,1.1686181914189,1.87445310802971,0.799749944506082,-0.664454313770406,D
0.527862583155608,0.550132385894199,-0.748284634413023,-0.807988655077017,1.43845288999695,-1.1572112186811,-1.39399308347003,0.635239026800416,-0.301497794613184,2.54873832382601,-0.832084847782172,D
0.99042484495581,0.914866630141297,-1.43630395162913,-0.660845703810503,0.805968402740647,-1.21355083573012,-0.863242597094756,0.701911422377721,-0.301497794613184,-0.00747546133388685,-0.915900114788055,D
-0.243074519844729,0.367765263770651,-1.2298981564643,-0.639825282201001,0.834717697615933,-0.537475431141929,-1.3409180348325,0.701911422377721,1.31492287592154,0.665212376866087,-0.664454313770406,C
-0.705636781644932,0.306976223062801,-1.09229429302108,-0.850029498296021,0.690971223239501,-1.10087160163209,-1.64167664377849,0.268540851125198,0.755392643813363,0.194330890126105,-0.999715381793937,D
0.296581452255506,0.4285543044785,-0.541878839248191,-0.765947811858013,0.690971223239501,-1.4952489209752,-1.8539768383286,0.501894235645768,0.382372489074581,0.396137241586097,-0.832084847782172,D
0.527862583155608,0.550132385894199,-0.748284634413023,-0.807988655077017,1.43845288999695,-1.1572112186811,-1.39399308347003,0.635239026800416,-0.301497794613184,2.54873832382601,-0.832084847782172,D
-0.0888870992446623,2.25222552571399,-2.19312520056685,-0.744927390248511,0.690971223239501,-0.931852750485039,-1.42937644922838,0.835256213532332,1.56360297908073,0.127062106306108,-0.915900114788055,D
0.450768872855574,1.85709676111296,-2.19312520056685,-0.723906968639009,0.748469812990074,-1.26989045277913,-1.76551842393273,0.568566631223073,1.00407274697255,0.396137241586097,-0.580639046764522,C
-0.397261940444797,2.03946388323651,-1.71151167851557,-0.639825282201001,0.949714877117079,-0.762833899337992,-0.597867353907118,0.368549444491156,0.817562669603161,0.0597933224861106,-0.329193245746874,D
-0.243074519844729,2.10025292394436,-2.19312520056685,-0.618804860591499,1.40970359512166,-0.481135814092913,-1.39399308347003,0.635239026800416,1.50143295329093,0.261599673946102,0.0898830892825414,C
0.836237424355743,1.91788580182081,-1.36750201990752,-0.660845703810503,0.77721910786536,-0.875513133436023,-0.0494251846526669,0.635239026800416,-0.301497794613184,0.867018728326079,-0.580639046764522,D
-0.243074519844729,1.61394059828157,-1.36750201990752,1.10486971138766,0.489726159112496,0.532977292789371,-0.580175671027943,1.53531636709411,1.43926292750113,-0.0747442451538843,-0.915900114788055,C
